"id",Market,Product Name,Price,Original Price,Discount,Image URL,Local Image Path
"128","Tamstore Khatai","ELMA NEM SALFET USAQ UCUN 120 EDED","2.18","2.98","27%","No image",""
"129","Tamstore Khatai","Sarımsaq kq","3.35","3.84","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/539ea0b2-8e44-11f0-8c8e-8ea76a021e80_121901.jpg","images/sar_msaq_kq_128.jpg"
"130","Tamstore Khatai","Domestos Tualet Gel Limon Təravət 750ml","2.98","4.74","37%","https://imageproxy.wolt.com/assets/68ad7c395650c92c6dc8c180","images/domestos_tualet_gel_limon_t_rav_t_750ml_129.jpg"
"131","Tamstore Khatai","Garnier Color Nat Saç Boyası 112ml 7.40","4.44","6.84","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/c714e24c-949b-11f0-b341-2694ce845514_3600541264939.jpg","images/garnier_color_nat_sa__boyas__112ml_7_40_130.jpg"
"132","Tamstore Khatai","Papia Tualet Kagizi 4 Rulon 3 Qat Bali Ciceyi","3.28","4.58","28%","https://imageproxy.wolt.com/assets/68a5c91b2bf4cafab97c2644","images/papia_tualet_kagizi_4_rulon_3_qat_bali_ciceyi_131.jpg"
"133","Tamstore Khatai","Usastiy Nyan Uşaqlar üçün Yuyucu Toz 2.4 kq","12.98","15.98","19%","https://imageproxy.wolt.com/assets/68a6fb1472cf20388ef4524b","images/usastiy_nyan_u_aqlar____n_yuyucu_toz_2_4_kq_132.jpg"
"134","Tamstore Khatai","Sloboda Gunebaxan Yağ (1 l.)","4.48","5.48","18%","https://imageproxy.wolt.com/assets/68a7115810ec70798b770d13","images/sloboda_gunebaxan_ya___1_l___133.jpg"
"135","Tamstore Khatai","Milla Qatıq 1.5% 900 qr","2.88","3.28","12%","https://imageproxy.wolt.com/assets/68a6ff6010ec70798b770560","images/milla_qat_q_1_5__900_qr_134.jpg"
"136","Tamstore Khatai","Favelli Makaron 500gr Kəpənək","0.99","1.28","23%","https://imageproxy.wolt.com/assets/68a5c35b10ec70798b76bed6","images/favelli_makaron_500gr_k_p_n_k_135.jpg"
"137","Tamstore Khatai","Akulchev Albalılı Vafli 112 qr","1.24","1.68","26%","https://imageproxy.wolt.com/assets/68ac335c5650c92c6dc87fb9","images/akulchev_albal_l__vafli_112_qr_136.jpg"
"138","Tamstore Khatai","Doa Pudra Qoxulu Səth Təmizləyici 2500 ml","4.78","6.98","32%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/7622fc00-89c6-11f0-b74c-bea8a4c3176a_125809.jpg","images/doa_pudra_qoxulu_s_th_t_mizl_yici_2500_ml_137.jpg"
"139","Tamstore Khatai","Ariel Parlaq Rənglər Yuyucu Toz 10 kq 5 Ulduz","23.98","42.98","44%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/4485fc80-ab34-11f0-ac6c-ba44d815e840_5410076737802.jpg","images/ariel_parlaq_r_ngl_r_yuyucu_toz_10_kq_5_ulduz_138.jpg"
"140","Tamstore Khatai","Final Qarğıdalı Yağı 2l","9.84","12.28","20%","https://imageproxy.wolt.com/assets/68a81b5972cf20388ef46fcc","images/final_qar__dal__ya___2l_139.jpg"
"141","Tamstore Khatai","Uni Baby Nem Salfet (72 əd.)","2.98","3.84","22%","https://imageproxy.wolt.com/assets/68a7119c72cf20388ef45a2e","images/uni_baby_nem_salfet__72__d___140.jpg"
"142","Tamstore Khatai","Ariel Matik Rəngli 1.5kq","6.98","9.98","30%","https://imageproxy.wolt.com/assets/68a81bc372cf20388ef471a8","images/ariel_matik_r_ngli_1_5kq_141.jpg"
"143","Tamstore Khatai","Perwoll Yuyucu Maye 2.7l Siyah (Tr)","13.98","20.48","32%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/9a7efa2c-89c6-11f0-bac3-fe0315c5e6d0_130099.jpg","images/perwoll_yuyucu_maye_2_7l_siyah__tr__142.jpg"
"144","Tamstore Khatai","Sloboda Ketçup Acılı 300 qr Paket","2.04","2.54","20%","https://imageproxy.wolt.com/assets/68a6ffb810ec70798b770667","images/sloboda_ket_up_ac_l__300_qr_paket_143.jpg"
"145","Tamstore Khatai","Azərçay Buket 450gr","12.08","14.68","18%","https://imageproxy.wolt.com/assets/68a47e8ef52a4fe9d4d1ce57","images/az_r_ay_buket_450gr_144.jpg"
"146","Tamstore Khatai","Uni Baby Nəm Salfet 100 ədədli","2.98","3.64","18%","https://imageproxy.wolt.com/assets/68ac5b7b5650c92c6dc892b8","images/uni_baby_n_m_salfet_100__d_dli_145.jpg"
"147","Tamstore Khatai","Nestle Ağ Şokolad Mesameli (75 qr.)","1.98","3.39","42%","https://imageproxy.wolt.com/assets/68a7110310ec70798b770ba2","images/nestle_a___okolad_mesameli__75_qr___146.jpg"
"148","Tamstore Khatai","Uvelka Qarabaşaq 800 qr","2.74","3.24","15%","https://imageproxy.wolt.com/assets/68a6ff2010ec70798b7704df","images/uvelka_qaraba_aq_800_qr_147.jpg"
"149","Tamstore Khatai","Garnier Fructis Şampun 400 Ml Aloe Qialuron","5.34","8.54","37%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/f7f2df98-8a5c-11f0-8dd2-2a9e5657f148_3600542617611.jpg","images/garnier_fructis__ampun_400_ml_aloe_qialuron_148.jpg"
"150","Tamstore Khatai","FELIX PISIK YEMI 75 GR MAL ETI TOMATDA","0.68","0.84","19%","https://imageproxy.wolt.com/assets/68ad7c3396fbe9c58f97cb41","images/felix_pisik_yemi_75_gr_mal_eti_tomatda_149.jpg"
"151","Tamstore Khatai","Macromax Klassik Yaşıl Süngər 5-li Paket","2.78","3.48","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/cd8804cc-89c6-11f0-855d-f620cf49dbae_134599.jpg","images/macromax_klassik_ya__l_s_ng_r_5_li_paket_150.jpg"
"152","Tamstore Khatai","Dermokil Gel Maska 15ml Qızılgüllü","1.48","1.98","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/9e4b6218-8a29-11f0-af6e-7a630e801f0c_8697916011132.jpg","images/dermokil_gel_maska_15ml_q_z_lg_ll__151.jpg"
"153","Tamstore Khatai","Pupa Salfet 30x30 180 ədəd","1.68","1.98","15%","https://imageproxy.wolt.com/assets/68ac5b686815835c18a5e4ca","images/pupa_salfet_30x30_180__d_d_152.jpg"
"154","Tamstore Khatai","Solen Papita Browni Şokoladlı Keks 40 qr","0.49","0.58","16%","https://imageproxy.wolt.com/assets/68b0d79583a9e2e9a3cf91ae","images/solen_papita_browni__okoladl__keks_40_qr_153.jpg"
"155","Tamstore Khatai","LADY COTTON PAMBIQ DISK 120 EDED 100+20","2.88","3.98","28%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/1d531534-8a29-11f0-8c6b-3ed6658c408c_4744246013023.jpg","images/lady_cotton_pambiq_disk_120_eded_100_20_154.jpg"
"156","Tamstore Khatai","Doa Səth Təmizləyici Lavanda Bağçası 1000ml","1.98","2.78","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/8376e632-89c6-11f0-9b76-fa8058fe2d2e_128519.jpg","images/doa_s_th_t_mizl_yici_lavanda_ba__as__1000ml_155.jpg"
"157","Tamstore Khatai","Alpengold Klassik Şokolad 85 qr","2.29","4.19","45%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/f9dbc352-8b41-11f0-a950-822b47ffbd62_7622201450564.jpg","images/alpengold_klassik__okolad_85_qr_156.jpg"
"158","Tamstore Khatai","Milka Fındıqlı Şokolad Pastası 350qr","8.74","14.38","39%","https://imageproxy.wolt.com/assets/68a81b6c72cf20388ef47047","images/milka_f_nd_ql___okolad_pastas__350qr_157.jpg"
"159","Tamstore Khatai","Protex Maye Sabun Cream 300ml","3.78","5.08","26%","https://imageproxy.wolt.com/assets/68a81fd9324d140dfd41a7a9","images/protex_maye_sabun_cream_300ml_158.jpg"
"160","Tamstore Khatai","GARNIER UZ MASKASI 28 GR ALOEVERA","3.18","4.28","26%","https://imageproxy.wolt.com/assets/68ad7c245650c92c6dc8c116","images/garnier_uz_maskasi_28_gr_aloevera_159.jpg"
"161","Tamstore Khatai","Stolnaya Qızıl Balıq Qırmızı Qurudulmuş Kürü 230 qr","3.29","3.98","17%","https://imageproxy.wolt.com/assets/68ac330e5650c92c6dc87e80","images/stolnaya_q_z_l_bal_q_q_rm_z__qurudulmu__k_r__230_q_160.jpg"
"162","Tamstore Khatai","Nestle Fitness Şokolad Taxıl Baton 23.5qr","0.84","1.18","29%","https://imageproxy.wolt.com/assets/68a5c37572cf20388ef40d7f","images/nestle_fitness__okolad_tax_l_baton_23_5qr_161.jpg"
"163","Tamstore Khatai","Crystalex Qabyuyan Maye 450ml Limon","1.98","3.18","38%","https://imageproxy.wolt.com/assets/68a5c3a872cf20388ef40e1d","images/crystalex_qabyuyan_maye_450ml_limon_162.jpg"
"164","Tamstore Khatai","Molped Qadın Bezi Gündəlik 60 ədəd Every Fresh","5.98","6.94","14%","https://imageproxy.wolt.com/assets/68a6ffb110ec70798b770644","images/molped_qad_n_bezi_g_nd_lik_60__d_d_every_fresh_163.jpg"
"165","Tamstore Khatai","Nestle Fitness Ciyelk Taxil Baton (23.5 qr.)","0.84","1.18","29%","https://imageproxy.wolt.com/assets/68a7112310ec70798b770c4e","images/nestle_fitness_ciyelk_taxil_baton__23_5_qr___164.jpg"
"166","Tamstore Khatai","Nuts Original 50qr","1.08","1.58","32%","https://imageproxy.wolt.com/assets/68a81f9c10ec70798b772a91","images/nuts_original_50qr_165.jpg"
"167","Tamstore Khatai","Utyonok Tualet Təmizləyici Gel Görünən Effekt 900 ml","4.98","7.04","29%","https://imageproxy.wolt.com/assets/68ac330796fbe9c58f978b8a","images/utyonok_tualet_t_mizl_yici_gel_g_r_n_n_effekt_900__166.jpg"
"168","Tamstore Khatai","Sarıkız Soda 6-lı Extra Qara Tut-Qarağat 200 ml.","4.98","5.88","15%","https://imageproxy.wolt.com/assets/68b0d79d96fbe9c58f9871c5","images/sar_k_z_soda_6_l__extra_qara_tut_qara_at_200_ml__167.jpg"
"169","Tamstore Khatai","Yumos Qara Paltarlar üçün Yuyucu Gel 2.520ml","10.98","14.98","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/f713f8c6-8928-11f0-936d-9a30a4f7b5c3_123240.jpg","images/yumos_qara_paltarlar____n_yuyucu_gel_2_520ml_168.jpg"
"170","Tamstore Khatai","Oman Un 1 1kq","1.78","2.00","11%","https://imageproxy.wolt.com/assets/68a5c8d972cf20388ef410ee","images/oman_un_1_1kq_169.jpg"
"171","Tamstore Khatai","Elma Tualet Kağızı 3 qat Premium Karavan 8 rulon","4.98","6.98","29%","No image",""
"172","Tamstore Khatai","Nestle Kit Kat 4 Finger (41.5 qr.)","1.58","1.99","21%","https://imageproxy.wolt.com/assets/68a710ff10ec70798b770b96","images/nestle_kit_kat_4_finger__41_5_qr___171.jpg"
"173","Tamstore Khatai","DORITOS NACHO CIPS 130 GR","2.59","3.49","26%","https://imageproxy.wolt.com/assets/68ad7c6e5650c92c6dc8c2a3","images/doritos_nacho_cips_130_gr_172.jpg"
"174","Tamstore Khatai","Garnier Nemlendirici Maska 28 Gr Yaşil Çay","3.18","4.28","26%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/f6c832e6-8a28-11f0-b10a-c204716f74a8_3600541944640.jpg","images/garnier_nemlendirici_maska_28_gr_ya_il__ay_173.jpg"
"175","Tamstore Khatai","Vernel Kondisioner Coconut Water & Minerals 1.44L","8.98","12.48","28%","https://imageproxy.wolt.com/assets/68ac33285650c92c6dc87ee3","images/vernel_kondisioner_coconut_water___minerals_1_44l_174.jpg"
"176","Tamstore Khatai","Xlebsi Molodsi Sağlamlıq Dəmir Xətti 100 qr","1.44","1.58","9%","https://imageproxy.wolt.com/assets/68a82c1272cf20388ef477e3","images/xlebsi_molodsi_sa_laml_q_d_mir_x_tti_100_qr_175.jpg"
"177","Tamstore Khatai","B.I Bölməli Tava Breakfast 20 sm 448 qr","9.98","14.98","33%","No image",""
"178","Tamstore Khatai","Nmjk Teserrufat Sabunu 72% 250qr Salafan","0.78","0.98","20%","https://imageproxy.wolt.com/assets/68a5c9412bf4cafab97c26d5","images/nmjk_teserrufat_sabunu_72__250qr_salafan_177.jpg"
"179","Tamstore Khatai","Dermokil C Vitaminli Kağız Üz Maskası 28 qr","1.58","1.98","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/a13d02a6-8a29-11f0-ab64-faead2954839_8697916011668.jpg","images/dermokil_c_vitaminli_ka__z__z_maskas__28_qr_178.jpg"
"180","Tamstore Khatai","Danone Bananlı Yoqurt 100 qr","0.48","0.54","11%","https://imageproxy.wolt.com/assets/68a6fb8972cf20388ef4542b","images/danone_bananl__yoqurt_100_qr_179.jpg"
"181","Tamstore Khatai","Palmolive Sabun 150qr Zeytun ilə Süd","2.08","2.58","19%","https://imageproxy.wolt.com/assets/68a5c3c272cf20388ef40e77","images/palmolive_sabun_150qr_zeytun_il__s_d_180.jpg"
"182","Tamstore Khatai","Alma Qala Ekonom","0.90","1.09","17%","No image",""
"183","Tamstore Khatai","Macromax Rəngarəng Təmizlik Bezi 5 ədədli","3.98","4.98","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/c9f62fe6-89c6-11f0-a9a9-cad00a58ace3_134590.jpg","images/macromax_r_ngar_ng_t_mizlik_bezi_5__d_dli_182.jpg"
"184","Tamstore Khatai","Finish Qab Parladıcı Maye 400ml","9.98","12.98","23%","https://imageproxy.wolt.com/assets/68a5c90210ec70798b76c0f8","images/finish_qab_parlad_c__maye_400ml_183.jpg"
"185","Tamstore Khatai","Praxi Təmizləyici Toz 475 qr Şam Xlorlu","1.78","2.28","22%","https://imageproxy.wolt.com/assets/68a84be772cf20388ef481cb","images/praxi_t_mizl_yici_toz_475_qr__am_xlorlu_184.jpg"
"186","Tamstore Khatai","Storck Werther’s Original Şəkər 50 qr","1.14","1.54","26%","https://imageproxy.wolt.com/assets/68ac5aef96fbe9c58f979a7b","images/storck_werther_s_original___k_r_50_qr_185.jpg"
"187","Tamstore Khatai","Ace Çamaşır Suyu 1l Bahar Təravəti","2.28","3.38","33%","https://imageproxy.wolt.com/assets/68a47ee310ec70798b7689c2","images/ace__ama__r_suyu_1l_bahar_t_rav_ti_186.jpg"
"188","Tamstore Khatai","Çistin Aromalı Təmizləyici Landış Tozu 400qr","1.48","1.88","21%","https://imageproxy.wolt.com/assets/68a82c5a324d140dfd41ac9b","images/_istin_aromal__t_mizl_yici_land___tozu_400qr_187.jpg"
"189","Tamstore Khatai","Dermokil Kağız Üz Maskası 28qr","1.58","1.98","20%","https://imageproxy.wolt.com/assets/68a5c9282bf4cafab97c2684","images/dermokil_ka__z__z_maskas__28qr_188.jpg"
"190","Tamstore Khatai","Elma Mikrofiber Təmizlik Bezi 50x80 Təkli","2.28","2.98","23%","No image",""
"191","Tamstore Khatai","Palmolive Sabun Vitamin B ve Nar 150 qr","2.08","2.58","19%","https://imageproxy.wolt.com/assets/68a6ff6272cf20388ef4550e","images/palmolive_sabun_vitamin_b_ve_nar_150_qr_190.jpg"
"192","Tamstore Khatai","Mercan Təzə Toyuq Budu Açıq 1kq","5.49","6.84","20%","No image",""
"193","Tamstore Khatai","Sultan Basmati Düyü Banka 1 kq","4.49","5.44","17%","https://imageproxy.wolt.com/assets/68ac5b046815835c18a5e3b1","images/sultan_basmati_d_y__banka_1_kq_192.jpg"
"194","Tamstore Khatai","Bonduelle Xiyar Turşusu Şüşə 720ml","5.04","6.14","18%","https://imageproxy.wolt.com/assets/68a82c0b72cf20388ef477c2","images/bonduelle_xiyar_tur_usu______720ml_193.jpg"
"195","Tamstore Khatai","N1 Şor Qaymaqlı 400 q","2.38","2.98","20%","https://imageproxy.wolt.com/assets/68a6ff9b10ec70798b7705c7","images/n1__or_qaymaql__400_q_194.jpg"
"196","Tamstore Khatai","Blend A Med Diş Məcunu 100ml 3D Kömür","3.48","8.18","57%","https://imageproxy.wolt.com/assets/68a47ebc10ec70798b76897b","images/blend_a_med_di__m_cunu_100ml_3d_k_m_r_195.jpg"
"197","Tamstore Khatai","Camay Bərk Sabun 85gr Magique","0.88","1.48","41%","https://imageproxy.wolt.com/assets/68a47f2df52a4fe9d4d1cff0","images/camay_b_rk_sabun_85gr_magique_196.jpg"
"198","Tamstore Khatai","Selpak Tualet Kağızı 3 Qatlı 8əd","7.98","11.98","33%","https://imageproxy.wolt.com/assets/68a81fc572cf20388ef473c6","images/selpak_tualet_ka__z__3_qatl__8_d_197.jpg"
"199","Tamstore Khatai","Vernel Maye Yumşaldıcı Tulip Ətiri 960 ml","5.98","8.98","33%","https://imageproxy.wolt.com/assets/68a6fb3e10ec70798b7703c1","images/vernel_maye_yum_ald_c__tulip__tiri_960_ml_198.jpg"
"200","Tamstore Khatai","Favelli Makaron 500 Gr Yarpaq","0.99","1.28","23%","https://imageproxy.wolt.com/assets/68a84ba372cf20388ef48123","images/favelli_makaron_500_gr_yarpaq_199.jpg"
"201","Tamstore Khatai","Maxrosa Duş Geli 750ml Moringa","2.98","4.98","40%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/2ec6cda8-8a5e-11f0-9e56-f6c4d6b2e4b3_130427.jpg","images/maxrosa_du__geli_750ml_moringa_200.jpg"
"202","Tamstore Khatai","Always Ultra Qadın Bezi 6 ədəd Extra Gecə","2.98","4.58","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/92854b98-ab34-11f0-8c24-9e847d32907a_8001841733012.jpg","images/always_ultra_qad_n_bezi_6__d_d_extra_gec__201.jpg"
"203","Tamstore Khatai","Activia İçməli Yoğurt Şaftalı 260 qr","1.74","2.08","16%","https://imageproxy.wolt.com/assets/68ac5b5c96fbe9c58f979b4f","images/activia___m_li_yo_urt__aftal__260_qr_202.jpg"
"204","Tamstore Khatai","Long Chips Pendirli Soğanlı 75qr","1.98","2.68","26%","https://imageproxy.wolt.com/assets/68a81b5110ec70798b7726a7","images/long_chips_pendirli_so_anl__75qr_203.jpg"
"205","Tamstore Khatai","Carefree Plus Large Qadın Bezi 36lı","6.98","11.98","42%","https://imageproxy.wolt.com/assets/68a47eb6f52a4fe9d4d1ceca","images/carefree_plus_large_qad_n_bezi_36l__204.jpg"
"206","Tamstore Khatai","Çistotel Lavandalı Böyük İtlər üçün Xalta 65sm","6.48","9.08","29%","No image",""
"207","Tamstore Khatai","Neva Color Premium Saç Boyası 50ml 5.0","2.98","4.68","36%","https://imageproxy.wolt.com/assets/68a5c4882bf4cafab97c24f4","images/neva_color_premium_sa__boyas__50ml_5_0_206.jpg"
"208","Tamstore Khatai","Garnier Üz Maskası 28gr Vitamin","3.18","4.28","26%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/fb8b376a-8a28-11f0-a378-f2c8c9d576bc_3600542591218.jpg","images/garnier__z_maskas__28gr_vitamin_207.jpg"
"209","Tamstore Khatai","Selpak Comfort Salfet 30x30 Dekor 75 ədəd","0.94","1.18","20%","https://imageproxy.wolt.com/assets/68a6ff65324d140dfd4183d2","images/selpak_comfort_salfet_30x30_dekor_75__d_d_208.jpg"
"210","Tamstore Khatai","B.i. Dıbçək Altlıqlı 15 Sm","2.48","3.48","29%","No image",""
"211","Tamstore Khatai","Alpengold Max Fun Tropik Manqolu Şokolad 150 qr","6.39","7.99","20%","No image",""
"212","Tamstore Khatai","Peri Qabyuyan Maye Limon Etirli 4l","5.98","8.28","28%","No image",""
"213","Tamstore Khatai","Bizim Tarlа Kompot 1lt Albalı","2.24","2.79","20%","https://imageproxy.wolt.com/assets/68a47e84f52a4fe9d4d1ce20","images/bizim_tarl__kompot_1lt_albal__212.jpg"
"214","Tamstore Khatai","Molped Pure & Soft 8-li Normal","2.48","3.98","38%","https://imageproxy.wolt.com/assets/68a84bdf72cf20388ef481bf","images/molped_pure___soft_8_li_normal_213.jpg"
"215","Tamstore Khatai","Greta Mövsüm Göyərtisi 120qr","1.74","2.18","20%","https://imageproxy.wolt.com/assets/68a81fbc324d140dfd41a758","images/greta_m_vs_m_g_y_rtisi_120qr_214.jpg"
"216","Tamstore Khatai","Duru Creamy Touch Yasəmən Sabun 165 qr","1.94","2.48","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/e7a70eb2-97cb-11f0-8bcd-3e18e04fc658_8690506546984.jpg","images/duru_creamy_touch_yas_m_n_sabun_165_qr_215.jpg"
"217","Tamstore Khatai","Vilma Ağ XL-50 Kişi Maykası MM-H001","3.34","4.48","25%","No image",""
"218","Tamstore Khatai","Johnsons Uşaqlar üçün Şampun Asan Daranma 200ml","5.28","6.78","22%","https://imageproxy.wolt.com/assets/68a81bdf324d140dfd41a3df","images/johnsons_u_aqlar____n__ampun_asan_daranma_200ml_217.jpg"
"219","Tamstore Khatai","Vilma Göy L-48 Kişi Futbolkası MF-E010","7.98","9.98","20%","No image",""
"220","Tamstore Khatai","Molfix Uşaq Bezi 3D N6 38 ədəd Jumbo","16.98","19.98","15%","https://imageproxy.wolt.com/assets/68a84bcd324d140dfd41b676","images/molfix_u_aq_bezi_3d_n6_38__d_d_jumbo_219.jpg"
"221","Tamstore Khatai","Bref Gel Tualet Bloku 2əd. Okean","7.98","9.58","17%","https://imageproxy.wolt.com/assets/68a81bee10ec70798b77280b","images/bref_gel_tualet_bloku_2_d__okean_220.jpg"
"222","Tamstore Khatai","Sloboda Ketçup Tomatlı 300 qr. Paket","2.04","2.54","20%","https://imageproxy.wolt.com/assets/68ac33705650c92c6dc87ffb","images/sloboda_ket_up_tomatl__300_qr__paket_221.jpg"
"223","Tamstore Khatai","Sensodyne Kompleks Qoruma Yumşaq Diş Fırçası","5.98","7.84","24%","https://imageproxy.wolt.com/assets/68a8202f72cf20388ef47500","images/sensodyne_kompleks_qoruma_yum_aq_di__f_r_as__222.jpg"
"224","Tamstore Khatai","Berol Bocok Suyu Saxtaya Davamlı 1000 ml","1.68","2.24","25%","No image",""
"225","Tamstore Khatai","Garnier 6009 3/1 Təmiz Dəri Skrab 150ml","13.98","18.88","26%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/f4912eb0-8a28-11f0-a976-e24d576d13f9_3600540565365.jpg","images/garnier_6009_3_1_t_miz_d_ri_skrab_150ml_224.jpg"
"226","Tamstore Khatai","Seafish File Vici Seld Tixo Sol Trad. (240 qr.)","3.98","4.98","20%","https://imageproxy.wolt.com/assets/68a711a7324d140dfd418a93","images/seafish_file_vici_seld_tixo_sol_trad___240_qr___225.jpg"
"227","Tamstore Khatai","Rexona Men Cobalt Dry Antiperspirant Stik 50ml","5.98","7.98","25%","https://imageproxy.wolt.com/assets/68a8202e72cf20388ef474ee","images/rexona_men_cobalt_dry_antiperspirant_stik_50ml_226.jpg"
"228","Tamstore Khatai","Essen Trufel Süd Şok kq","9.99","15.48","35%","No image",""
"229","Tamstore Khatai","Zetina Qara Zeytun Konfit KQ (90-120)","9.98","14.98","33%","No image",""
"230","Tamstore Khatai","Bella Perfecta Silky Drai Violet 2×10-lu","5.58","6.58","15%","https://imageproxy.wolt.com/assets/68a82c49324d140dfd41ac01","images/bella_perfecta_silky_drai_violet_2_10_lu_229.jpg"
"231","Tamstore Khatai","JACOBS MILKA CAPPUCCINO 18GR","0.78","0.94","17%","https://imageproxy.wolt.com/assets/68ad7bfc96fbe9c58f97cb03","images/jacobs_milka_cappuccino_18gr_230.jpg"
"232","Tamstore Khatai","Felix Pisik Yemi 75 Gr Dovşan Əti Jele","0.68","0.84","19%","https://imageproxy.wolt.com/assets/68a84c5610ec70798b7738ac","images/felix_pisik_yemi_75_gr_dov_an__ti_jele_231.jpg"
"233","Tamstore Khatai","Domestos Atlantik Təravətli Tualet Geli 750 ml","2.98","4.74","37%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/287bce78-97cc-11f0-8452-56fbbf89588e_8717163286975.jpg","images/domestos_atlantik_t_rav_tli_tualet_geli_750_ml_232.jpg"
"234","Tamstore Khatai","Nevskaya Uşaq Sabunu Çobanyastığı 90 qr","0.84","1.18","29%","https://imageproxy.wolt.com/assets/68a6ff5f10ec70798b77055f","images/nevskaya_u_aq_sabunu__obanyast____90_qr_233.jpg"
"235","Tamstore Khatai","Düşlər Bağçəsi Maye Sabun 500ml Ağ Felix","2.48","2.98","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/68ad527871323d956d4b3edd/231e475a-8929-11f0-9f59-e6493d5272e0_131474.jpg","images/d__l_r_ba___si_maye_sabun_500ml_a__felix_234.jpg"
